intnr;int_jahr;int_mon;mobil;az;nt;zpalter;Stib;lguelt;x1216;y1216;Bula;gkpol;BIK10;des2018;gew2018;gew2018_hr17;S1;S2_m;S2_j
1903710;2018;1;0;40;0;65;1;1;NA;NA;3;1;9;0.667;1.069;1999.653707975215;1;1;1953
1903744;2018;1;0;42;0;62;3;1;NA;NA;3;1;9;0.534;0.694;1298.184914251449;1;11;1955
1906155;2018;1;0;45;0;28;4;1;NA;NA;3;3;5;0.296;0.468;875.4330545672598;1;4;1989
1912929;2018;1;0;30;0;59;2;1;NA;NA;5;3;3;1.145;1.768;3307.1915394763146;2;7;1958
1915068;2018;1;0;48;0;64;2;3;12300;1;5;7;10;1.145;0.919;1719.0661904857086;1;7;1953
1917209;2018;1;0;50;0;41;2;1;NA;NA;5;6;10;0.445;0.52;972.7033939636219;2;3;1976
1918799;2018;1;0;22;1;51;2;1;NA;NA;5;4;4;0.534;0.613;1146.6676548071157;2;2;1966
1921913;2017;12;0;50;0;62;1;1;99999;9;5;6;8;0.445;0.463;866.0801373176095;1;9;1955
1926721;2018;1;0;23;0;60;2;1;NA;NA;6;4;9;0.296;0.282;527.5045328802718;2;3;1957
1929735;2018;1;0;32;0;55;2;1;NA;NA;6;6;8;0.802;0.786;1470.278591645013;2;7;1962
1930905;2018;2;0;14;1;38;2;2;12000;1;7;1;7;0.534;0.409;765.0686310213872;2;8;1979
1933097;2018;1;0;40;0;59;3;4;12340;1;7;5;8;0.296;0.638;1193.4322410553668;2;2;1958
1934044;2017;12;0;40;0;62;2;2;12000;1;7;1;1;0.296;0.203;379.72844033579855;1;8;1955
1941916;2018;2;0;40;0;37;2;1;NA;NA;8;4;4;0.534;0.847;1584.3841820907453;2;9;1980
1942363;2018;1;0;50;0;46;4;2;12000;1;8;3;3;1.145;4.823;9021.823979012594;1;6;1971
1942824;2018;1;0;37;0;28;2;2;12000;1;8;6;8;0.534;1.063;1988.4302072756345;2;12;1989
1944359;2018;1;0;15;0;67;2;2;12000;1;9;2;7;0.534;4.857;9085.423816310215;1;11;1950
1947538;2018;2;0;25;0;58;2;1;NA;NA;9;7;10;0.296;0.205;383.4696072356586;2;10;1959
1948548;2018;1;0;45;1;59;1;2;12000;1;9;2;2;0.572;1.955;3656.990644613232;1;11;1958
1956466;2018;2;1;45;0;54;2;1;99999;9;5;4;5;0.267;0.2;374.11668998600845;1;8;1963
1957693;2018;1;1;40;0;52;1;2;12000;1;5;4;4;0.728;2.439;4562.353034379372;1;5;1965
1964494;2018;1;1;32;0;32;2;1;NA;NA;13;6;8;0.421;0.476;890.3977221667;2;11;1985
1966522;2018;1;1;50;1;31;2;3;12300;1;10;6;8;1.338;0.631;1180.3381569058565;1;8;1986
1966883;2018;1;1;45;0;58;2;1;NA;NA;16;2;7;0.421;0.35;654.7042074755146;2;6;1959
1967064;2018;1;1;45;0;44;2;2;12000;1;5;6;8;0.267;0.298;557.4338680791525;1;2;1973
1967702;2018;1;1;40;0;54;2;2;12000;1;14;4;9;1.145;0.908;1698.489772536478;2;5;1963
1969151;2018;1;1;41;1;26;3;2;12300;1;3;4;4;0.445;1.052;1967.8537893264042;1;4;1991
1971702;2018;1;1;50;0;64;4;2;12000;1;11;7;10;0.534;0.71;1328.1142494503297;1;7;1953
1972788;2018;3;1;21;0;41;2;2;12000;1;5;7;10;0.534;0.691;1292.5731639016587;2;4;1976
1972962;2018;1;1;40;0;34;2;1;NA;NA;9;3;7;2.677;3.125;5845.573281031381;2;2;1983
1978497;2018;2;1;30;0;56;2;1;NA;NA;8;5;8;1.145;2.134;3991.8250821507095;2;3;1961
1979125;2018;1;1;50;0;50;2;3;12300;1;8;6;10;0.296;0.278;520.0221990805517;2;8;1967
1981906;2018;3;1;12;0;62;2;3;12300;1;14;3;9;2.677;0.664;1242.0674107535478;1;2;1956
1988382;2018;1;0;35;0;35;2;2;12000;1;3;5;7;0.267;0.311;581.7514529282431;1;5;1982
1994810;2018;1;0;45;0;60;2;1;NA;NA;5;7;10;1.145;0.919;1719.0661904857086;1;5;1957
1997346;2018;1;0;35;0;48;2;1;NA;NA;5;5;5;0.534;0.554;1036.3032312612434;2;2;1969
2000959;2018;1;0;43;0;43;2;1;NA;NA;5;3;5;0.296;0.608;1137.3147375574656;2;8;1974
2003127;2018;1;0;43;0;58;2;1;NA;NA;5;6;8;0.572;0.302;564.9162018788727;2;4;1959
2004651;2018;1;0;39;0;50;2;1;NA;NA;5;7;10;0.802;0.873;1633.0193517889268;2;10;1967
2004701;2018;1;0;38;1;43;1;NA;NA;NA;5;7;10;0.267;2.215;4143.342341595043;2;3;1974
2005398;2018;1;0;22;0;43;2;NA;NA;NA;5;6;8;0.728;0.859;1606.8311834899062;1;8;1974
2022775;2018;1;0;45;0;66;4;2;12000;1;9;4;4;0.333;0.207;387.21077413551865;2;3;1951
2023149;2018;1;0;40;0;27;1;1;NA;NA;9;3;3;0.296;0.416;778.1627151708974;1;5;1990
2028312;2018;1;0;18;0;48;2;2;12000;1;9;2;5;1.145;1.138;2128.7239660203877;2;11;1969
2033439;2018;1;0;42;0;55;1;1;NA;NA;12;2;2;0.445;2.385;4461.34152808315;1;10;1962
2036022;2018;1;0;40;0;38;2;1;NA;NA;14;5;8;0.421;0.508;950.2563925644613;1;7;1979
2047920;2018;1;1;60;0;31;2;4;12340;1;8;6;8;0.296;0.262;490.092863881671;2;1;1987
2048065;2018;3;1;40;0;52;1;1;NA;NA;13;2;7;2.677;4.132;7729.250815110933;1;8;1965
2049493;2018;1;1;40;0;48;2;1;NA;NA;9;7;10;0.445;0.204;381.59902378572855;1;1;1970
2050123;2018;1;1;20;0;19;2;NA;NA;NA;6;1;7;0.728;1.163;2175.488552268639;1;1;1999
2050828;2018;1;1;60;0;39;2;1;NA;NA;3;3;3;1.145;4.051;7577.7335556666;1;5;1978
2052329;2018;1;1;25;0;32;2;1;NA;NA;5;7;10;0.534;0.786;1470.278591645013;2;6;1985
2055673;2018;2;1;30;0;55;4;3;12300;1;7;1;9;0.364;0.666;1245.8085776534078;1;1;1963
2057946;2018;1;1;40;0;55;2;2;12000;1;14;3;9;0.534;0.424;793.1273827703378;2;7;1962
2059249;2018;4;1;30;1;31;2;2;12000;1;5;6;10;0.728;1.191;2227.86488886668;2;2;1987
2061288;2018;4;1;40;0;55;2;1;NA;NA;14;7;10;0.534;0.766;1432.8669226464124;2;9;1962
2061873;2018;3;1;30;0;46;2;1;NA;NA;3;4;5;0.534;0.796;1488.9844261443136;2;7;1971
2062141;2018;1;1;40;0;42;2;1;NA;NA;9;2;7;1.145;2.512;4698.905626224266;1;8;1975
2062896;2018;1;1;40;0;49;9;2;12000;1;5;3;3;2.677;4.362;8159.485008594843;2;12;1968
2064150;2018;2;1;40;0;65;2;1;NA;NA;14;7;10;0.728;0.253;473.2576128323006;1;1;1953
2066775;2018;2;1;30;0;50;2;1;NA;NA;12;3;3;0.534;0.399;746.3627965220868;2;2;1968
2067524;2018;1;1;10;0;61;1;NA;NA;NA;1;3;3;2.677;1.801;3368.920793324006;1;2;1956
2069790;2018;3;1;42;0;59;3;1;12000;1;3;4;5;0.296;0.314;587.3632032780332;2;10;1958
2070268;2018;1;1;40;0;48;1;1;NA;NA;9;6;10;0.296;0.46;860.4683869678194;1;7;1969
2076867;2018;1;1;40;0;55;2;1;NA;NA;2;7;10;0.445;0.327;611.6807881271237;2;5;1962
2077581;2018;1;1;45;0;42;2;2;12000;1;3;3;9;0.445;0.43;804.350883469918;1;12;1975
2079895;2018;1;1;75;0;50;2;1;NA;NA;6;4;4;1.338;3.737;6990.370352388567;1;1;1968
2081350;2018;1;1;40;0;38;5;1;NA;NA;8;4;4;0.728;1.606;3004.157020587648;1;7;1979
2081382;2018;1;1;42;0;9999;2;1;NA;NA;14;2;4;0.267;0.258;482.61053008195086;1;99;9999
2086506;2018;1;1;30;0;31;2;1;NA;NA;13;1;4;1.145;2.037;3810.3784875074957;2;7;1986
2087318;2018;1;1;40;0;43;3;1;NA;NA;3;3;4;0.296;0.211;394.69310793523886;1;6;1974
2090975;2018;1;1;40;1;45;4;1;NA;NA;8;3;7;0.472;1.112;2080.0887963222067;1;12;1972
2093244;2018;1;1;37;0;58;3;1;NA;NA;11;7;10;0.445;0.344;643.4807067759343;1;7;1959
2093620;2018;1;1;45;0;19;2;NA;NA;NA;5;6;10;0.472;0.542;1013.8562298620828;1;4;1998
2101555;2018;1;1;38;0;23;2;NA;NA;NA;3;4;4;1.415;4.707;8804.836298820706;1;6;1994
2103276;2018;1;1;12;0;42;2;1;NA;NA;3;4;9;0.296;4.804;8986.282893463922;1;4;1975
2108350;2018;1;1;20;0;64;2;1;NA;NA;8;5;10;0.296;0.319;596.7161205276834;2;7;1953
2110289;2018;1;1;50;0;58;2;1;NA;NA;15;3;5;0.572;0.843;1576.9018482910253;1;12;1959
2111045;2018;1;1;40;0;36;2;1;12000;1;11;7;10;0.445;0.291;544.3397839296422;1;12;1981
2112288;2018;2;1;20;0;37;4;1;NA;NA;5;7;10;1.145;1.826;3415.6853795722564;2;9;1980
2113904;2018;1;1;20;1;36;2;1;NA;NA;3;4;4;0.243;0.318;594.8455370777533;1;4;1981
2114770;2018;1;1;45;0;46;2;2;12000;1;9;3;10;0.445;0.373;697.7276268239057;1;11;1971
2118110;2018;2;1;30;0;38;2;2;12000;1;6;6;8;0.534;0.674;1260.7732452528485;2;7;1979
2153349;2018;1;1;32;0;44;2;3;12300;1;3;7;10;0.572;0.822;1537.6195958424944;2;4;1973
2160425;2018;1;1;50;0;47;2;2;12000;1;10;3;8;0.267;0.204;381.59902378572855;1;3;1970
2165746;2018;1;1;12;0;25;2;1;NA;NA;8;7;10;2.677;4.373;8180.0614265440745;2;7;1992
2166281;2018;1;1;45;0;33;2;2;12000;1;9;7;10;0.534;0.414;774.4215482710373;1;2;1984
2167760;2018;3;1;40;0;28;2;2;12000;1;8;2;9;0.534;0.957;1790.14836158305;1;11;1989
2168571;2018;1;1;11;0;17;2;NA;NA;NA;8;6;10;0.925;2.948;5514.480010393764;1;9;2000
2168934;2018;1;1;25;1;51;2;2;12000;1;9;6;10;0.296;0.21;392.8225244853088;2;7;1966
2175741;2018;1;1;30;0;65;2;1;NA;NA;15;6;8;2.677;0.802;1500.2079268438936;2;1;1953
2180997;2018;1;1;45;0;33;2;3;12300;1;11;7;10;0.728;0.286;534.986866679992;1;9;1984
2182472;2018;1;1;40;1;49;3;2;12000;1;8;4;4;0.445;0.43;804.350883469918;2;8;1968
2182691;2018;1;1;40;0;59;2;2;12000;1;1;5;8;0.445;0.313;585.4926198281032;1;3;1958
2182871;2018;1;1;43;0;61;2;1;NA;NA;8;4;6;0.421;0.57;1066.2325664601237;1;3;1956
2182921;2018;1;1;50;1;49;4;1;NA;NA;9;3;8;1.338;2.485;4648.399873076154;1;10;1968
2182946;2018;1;1;80;0;60;2;1;NA;NA;8;6;8;0.534;0.521;974.5739774135518;1;7;1957
2183146;2018;1;1;49;1;53;2;3;12300;1;8;2;9;0.728;0.711;1329.9848329002598;1;5;1964
2183286;2018;4;1;40;0;61;2;3;12300;1;11;7;10;0.267;0.241;450.8106114331401;2;12;1956
2183485;2018;4;1;38;1;47;2;1;NA;NA;9;7;10;0.445;0.332;621.0337053767739;2;12;1970
2183622;2018;1;1;42;0;39;2;1;NA;NA;1;2;2;0.572;0.791;1479.6315088946633;1;5;1978
2183637;2018;1;1;40;0;57;2;2;12000;1;5;4;7;0.534;0.463;866.0801373176095;1;8;1960
2183686;2018;2;1;30;1;68;2;1;NA;NA;3;6;8;0.296;0.201;375.98727343593845;1;2;1950
2183739;2018;1;1;50;0;40;2;1;NA;NA;2;7;10;0.364;0.281;525.6339494303419;1;4;1977
2183761;2018;1;1;30;0;30;2;1;NA;NA;5;6;10;0.296;1.341;2508.452406356186;2;6;1987
2183772;2018;4;1;44;0;60;2;1;NA;NA;5;6;10;0.296;0.251;469.51644593244055;1;12;1957
2183921;2018;2;1;42;0;32;2;2;12000;1;3;4;9;0.445;0.641;1199.043991405157;2;5;1985
2183926;2018;1;1;39;0;31;2;2;12000;1;6;4;9;1.145;2.102;3931.9664117529483;1;8;1986
2184010;2018;2;1;50;0;28;4;1;NA;NA;6;6;10;2.677;4.695;8782.389297421547;2;11;1989
2184030;2018;1;1;30;0;56;2;1;NA;NA;9;3;9;0.296;0.235;439.5871107335599;2;10;1961
2184091;2018;2;1;50;0;34;2;1;NA;NA;14;7;10;0.267;0.214;400.30485828502896;1;10;1983
2184145;2018;3;1;38;0;53;1;1;12000;1;3;3;9;0.296;0.488;912.8447235658604;2;12;1964
2184184;2018;1;1;40;1;27;2;1;NA;NA;5;7;10;1.338;1.918;3587.7790569658205;1;9;1990
2184200;2018;2;1;40;0;45;2;1;NA;NA;5;6;8;1.145;1.261;2358.8057303617825;1;10;1972
2184395;2018;1;1;40;0;56;1;1;NA;NA;5;6;8;0.267;0.208;389.0813575854487;1;4;1961
2184677;2018;3;1;30;0;31;2;2;12000;1;8;6;10;1.145;4.029;7536.580719768139;2;7;1986
2184709;2018;1;1;40;0;61;2;3;12300;1;5;6;10;0.296;0.204;381.59902378572855;1;7;1956
2184883;2018;1;1;70;0;38;4;2;99999;9;11;7;10;0.243;0.204;381.59902378572855;1;12;1979
2184943;2018;1;1;40;0;60;3;1;NA;NA;3;5;7;1.145;0.51;953.9975594643214;1;11;1957
2185016;2018;1;1;50;0;39;2;1;NA;NA;8;6;10;0.382;0.473;884.7859718169098;1;1;1979
2185143;2018;1;1;50;0;55;2;1;12000;1;3;1;1;0.802;0.898;1679.7839380371777;1;4;1962
2185315;2018;4;1;25;1;36;5;2;12000;1;5;3;10;0.445;0.709;1326.2436660003996;2;8;1981
2185822;2018;3;1;10;0;24;1;NA;NA;NA;6;4;9;1.145;3.668;6861.300094343394;2;11;1993
2185939;2018;1;1;50;0;51;2;2;99999;9;5;5;5;0.267;0.798;1492.7255930441736;1;4;1966
2186057;2018;1;1;47;0;40;2;1;NA;NA;8;3;3;0.802;2.964;5544.409345592645;1;12;1977
2186152;2018;1;1;25;0;33;2;1;NA;NA;11;7;10;0.728;0.757;1416.0316715970418;2;10;1984
2186156;2018;1;1;50;0;45;3;3;12300;1;5;6;8;0.296;0.228;426.4930265840496;2;1;1973
2186419;2018;2;1;42;0;57;2;4;12340;1;6;3;7;0.534;0.309;578.0102860283829;2;8;1960
2186481;2018;1;1;20;1;33;2;3;12300;1;3;5;7;1.145;1.388;2596.369828502898;2;9;1984
2186606;2018;4;1;42;0;53;2;2;12000;1;5;4;4;0.296;0.209;390.9519410353788;2;2;1965
2186679;2018;1;1;42;0;31;2;1;NA;NA;6;4;10;0.728;1.249;2336.3587289626225;2;3;1986
2186755;2018;1;1;40;1;37;2;1;NA;NA;5;4;10;2.677;4.801;8980.671143114132;1;8;1980
2186869;2018;1;1;20;0;57;2;1;NA;NA;8;3;7;1.145;1.482;2772.2046727963225;2;10;1960
2186919;2018;1;1;60;0;41;2;1;12000;1;3;3;7;0.382;0.345;645.3512902258644;1;4;1976
2186954;2018;2;1;40;0;54;2;2;12300;1;1;6;8;0.296;0.58;1084.9384009594244;1;10;1963
2187163;2018;1;1;40;0;52;4;2;12000;1;11;7;10;0.534;0.635;1187.8204907055767;1;5;1965
2187439;2018;1;1;45;0;24;2;1;NA;NA;5;7;10;2.677;4.867;9104.129650809515;2;3;1993
2187730;2018;1;1;30;0;45;2;1;NA;NA;9;1;7;0.534;0.523;978.3151443134119;2;1;1973
2187766;2018;2;1;39;0;48;2;1;NA;NA;9;7;10;0.267;0.7;1309.4084149510293;2;2;1970
2187840;2018;1;1;40;0;57;2;2;12300;1;11;7;10;0.472;0.315;589.2337867279632;1;8;1960
2188020;2018;1;1;30;0;27;2;1;NA;NA;7;6;8;0.728;0.671;1255.1614949030584;1;4;1990
2188080;2018;1;1;20;0;64;2;1;NA;NA;8;7;10;2.677;2.242;4193.8480947431535;2;7;1953
2188151;2018;1;1;35;0;49;2;NA;NA;NA;9;7;10;0.534;3.998;7478.592632820308;2;11;1968
2188253;2018;3;1;40;0;51;2;2;12000;1;5;3;5;0.296;0.201;375.98727343593845;1;8;1966
2188477;2018;3;1;49;0;33;2;2;12000;1;8;3;10;2.677;1.82;3404.4618788726766;1;9;1984
2188530;2018;1;1;45;0;29;2;2;12000;1;8;7;10;1.338;1.227;2295.205893064162;1;6;1988
2188549;2018;3;1;45;0;48;2;NA;NA;NA;6;5;10;0.296;0.728;1361.7847515490705;2;12;1969
2188553;2018;1;1;42;0;41;2;3;12300;1;9;7;10;0.421;0.214;400.30485828502896;1;3;1976
2188601;2018;2;1;50;0;26;3;1;NA;NA;8;5;8;0.534;0.983;1838.783531281231;2;9;1991
2188765;2018;3;1;45;0;55;4;1;NA;NA;3;3;9;0.728;2.05;3834.696072356586;1;1;1963
2188900;2018;1;1;45;1;40;2;2;12000;1;5;7;10;0.534;0.702;1313.1495818508893;1;4;1977
2189264;2018;3;1;40;1;45;2;2;12000;1;5;6;10;0.572;0.74;1384.2317529482311;2;8;1972
2189356;2018;4;1;40;0;49;1;NA;NA;NA;3;4;9;2.677;4.603;8610.295620027982;1;6;1968
2189474;2018;3;1;42;0;38;2;1;NA;NA;16;6;8;0.296;0.444;830.5390517689386;2;10;1979
2189528;2018;1;1;20;0;67;4;1;12000;1;5;6;8;0.572;1.811;3387.626627823306;1;12;1950
2189580;2018;1;1;40;0;58;4;4;12340;1;11;7;10;0.534;0.356;665.927708175095;1;1;1960
2189750;2018;4;1;41;0;27;2;1;NA;NA;5;6;8;2.677;4.663;8722.530627023785;1;3;1991
2189946;2018;1;1;40;0;39;3;2;12000;1;7;4;4;0.728;1.082;2023.9712928243055;2;9;1978
2190184;2018;1;1;43;0;62;1;2;12000;1;13;1;5;0.728;2.156;4032.9779180491705;1;12;1955
2190273;2018;1;1;40;0;53;1;2;12000;1;5;6;10;0.802;1.665;3114.5214441335197;1;4;1964
2190470;2018;1;1;60;1;30;1;1;NA;NA;9;2;3;0.534;1.901;3555.97913831701;1;4;1987
2190498;2018;2;1;10;0;35;2;1;NA;NA;9;6;8;1.145;1.202;2248.44130681591;2;1;1983
2190546;2018;3;1;15;0;21;2;NA;NA;NA;5;6;10;1.145;4.841;9055.494481111335;1;12;1996
2190584;2018;1;1;42;0;34;2;1;NA;NA;8;5;8;0.472;0.372;695.8570433739757;1;11;1983
2190716;2018;1;1;40;0;35;4;1;NA;NA;6;7;10;0.445;0.764;1429.1257557465522;2;7;1982
2190786;2018;1;1;20;0;47;2;2;12000;1;1;4;6;0.534;0.444;830.5390517689386;2;9;1970
2190838;2018;1;1;40;1;57;2;1;NA;NA;5;7;10;0.617;0.781;1460.9256743953629;1;7;1960
2190844;2018;1;1;30;0;69;5;1;NA;NA;4;7;10;0.534;0.21;392.8225244853088;1;12;1948
2191141;2018;1;1;22;0;37;2;NA;NA;NA;8;4;10;1.145;0.683;1277.6084963022188;2;12;1980
2191212;2018;4;1;45;1;34;2;1;NA;NA;9;3;3;1.415;1.862;3483.026383769738;1;9;1983
2200054;2018;1;1;38;0;21;2;1;NA;NA;9;3;9;0.707;1.275;2384.993898660803;1;11;1996
2202772;2018;3;1;32;1;36;2;2;12000;1;7;3;3;0.267;0.227;424.6224431341195;1;6;1981
2202888;2018;1;1;40;0;30;2;1;NA;NA;14;5;8;1.338;0.629;1176.5969900059963;1;5;1987
2204945;2018;1;1;35;0;54;3;1;NA;NA;9;7;10;0.267;0.207;387.21077413551865;2;5;1963
2209597;2018;1;1;55;0;61;5;2;12000;1;11;7;10;0.534;0.356;665.927708175095;1;3;1956
2218768;2018;1;1;16;1;33;2;2;12000;1;6;3;7;1.338;1.546;2891.9220135918454;1;12;1984
2219263;2018;1;1;20;1;26;9;2;12000;1;5;6;8;2.677;3.654;6835.111926044373;1;6;1991
2219471;2018;3;1;40;0;25;2;1;NA;NA;3;1;1;0.572;0.519;970.8328105136918;1;3;1993
2220167;2018;1;1;40;0;48;2;2;12000;1;8;5;10;0.296;0.217;405.9166086348191;2;1;1970
2220189;2018;1;1;40;0;28;2;1;NA;NA;8;7;10;2.677;4.373;8180.0614265440745;2;10;1989
2222206;2018;1;1;20;0;35;5;1;NA;NA;9;5;8;0.296;0.275;514.4104487307616;2;5;1982
2224310;2018;1;0;26;0;38;2;1;NA;NA;9;6;10;1.145;0.945;1767.7013601838896;2;6;1979
2224470;2018;1;0;32;0;36;2;1;NA;NA;7;2;7;1.145;2.185;4087.224838097142;2;2;1981
2224497;2018;1;0;60;0;43;2;1;NA;NA;9;3;3;0.534;1.142;2136.2062998201077;1;6;1974
2224824;2018;1;0;25;0;33;2;1;NA;NA;8;2;8;1.145;4.79;8960.094725164901;2;4;1984
2224834;2018;1;0;50;0;37;2;3;12300;1;8;3;9;0.802;1.285;2403.699733160104;2;7;1980
2224895;2018;1;0;50;0;64;4;3;12300;1;11;7;10;0.728;0.69;1290.7025804517289;1;6;1953
2225011;2018;1;0;15;1;45;5;2;12000;1;4;7;10;0.728;1.167;2182.970886068359;2;12;1972
2225135;2018;1;0;25;1;45;1;NA;NA;NA;9;6;10;0.296;0.668;1249.549744553268;2;6;1972
2225239;2018;1;0;45;0;33;3;1;NA;NA;8;6;10;0.296;0.245;458.2929452328603;1;6;1984
2227785;2018;1;1;40;0;39;3;2;12000;1;13;5;6;0.892;1.609;3009.7687709374372;1;10;1978
2230286;2018;1;1;46;0;53;2;2;12000;1;7;1;7;0.445;1.482;2772.2046727963225;1;5;1964
2232359;2018;1;1;60;1;51;4;2;12000;1;5;7;10;1.338;0.722;1350.5612508494903;1;2;1966
2234339;2018;4;1;38;0;58;2;3;12300;1;5;4;7;1.145;0.995;1861.230532680392;2;5;1959
2236590;2018;1;1;26;0;41;2;1;NA;NA;1;4;10;1.338;1.698;3176.250697981211;2;6;1976
2238406;2018;1;1;30;0;39;2;1;NA;NA;8;3;9;0.534;1.512;2828.3221762942235;1;4;1978
2245174;2018;1;1;40;0;36;2;NA;NA;NA;14;7;10;0.296;0.269;503.1869480311813;1;12;1981
2246241;2018;1;1;45;0;47;2;1;12300;1;11;7;10;0.267;0.47;879.1742214671198;1;3;1970
2246450;2018;2;1;10;0;25;2;1;NA;NA;7;5;6;1.145;1.245;2328.8763951629026;2;10;1992
2249202;2018;4;1;40;0;59;3;1;21000;0;9;1;9;1.338;0.689;1288.831997001799;2;5;1958
2252193;2018;3;1;42;0;28;2;1;12000;1;7;1;3;0.617;2.102;3931.9664117529483;1;3;1990
2255499;2018;2;1;44;0;53;9;1;12000;1;5;5;10;0.802;0.982;1836.9129478313012;1;1;1965
2259021;2018;1;1;42;0;24;2;NA;NA;NA;9;3;4;1.415;1.454;2719.828336198281;2;12;1993
2259928;2018;1;1;26;1;33;2;1;NA;NA;11;7;10;2.677;2.045;3825.3431551069357;2;2;1984
2260300;2018;1;1;40;1;37;1;1;NA;NA;9;2;7;2.677;4.244;7938.756161503097;1;1;1981
2264527;2018;1;1;50;0;36;2;1;NA;NA;3;4;9;0.572;0.974;1821.948280231861;1;6;1981
2266949;2018;2;1;20;1;51;2;1;NA;NA;3;7;10;0.572;0.277;518.1516156306217;2;12;1966
2267985;2018;1;1;50;0;30;2;4;12340;1;16;1;1;0.534;1.487;2781.5575900459726;1;3;1987
2269324;2018;1;1;30;0;34;2;2;12000;1;5;4;4;1.145;1.633;3054.6627737357585;2;9;1983
2275691;2018;3;1;32;0;42;2;1;NA;NA;5;6;8;0.472;0.485;907.2329732160704;2;5;1975
2276055;2018;1;1;30;0;57;1;2;12000;1;14;3;3;0.243;0.667;1247.6791611033382;2;10;1960
2276240;2018;2;1;43;0;27;2;1;NA;NA;7;5;8;0.572;1.824;3411.9442126723966;1;6;1990
2282310;2018;1;1;60;0;35;2;2;12000;1;3;7;10;0.572;0.588;1099.9030685588646;1;2;1982
2288741;2018;1;0;40;0;64;3;3;12300;1;3;4;9;0.267;0.229;428.3636100339796;2;5;1953
2289829;2018;1;0;25;0;50;2;1;NA;NA;5;5;5;1.145;1.848;3456.8382154707174;2;2;1967
2289895;2018;1;0;65;0;58;2;NA;NA;NA;5;3;3;0.267;0.966;1806.9836126324205;1;8;1959
2290994;2018;1;0;12;0;53;4;1;12000;1;9;3;4;0.296;0.408;763.1980475714571;2;5;1964
2292062;2018;3;0;17;0;37;2;1;NA;NA;16;2;2;0.572;0.517;967.0916436138317;1;6;1980
2299855;2018;1;0;11;0;56;2;NA;NA;NA;3;5;5;1.415;1.268;2371.8998145112932;1;9;1961
2304819;2018;1;0;30;0;51;4;1;NA;NA;9;6;8;0.534;0.369;690.2452930241855;2;6;1966
2310055;2018;2;0;45;0;49;2;1;NA;NA;3;3;7;0.243;0.782;1462.796257845293;1;11;1968
2312125;2018;2;0;43;1;47;2;3;12300;1;3;5;5;0.728;0.675;1262.6438287027784;1;6;1970
2312621;2018;2;0;11;0;57;2;1;NA;NA;8;4;4;1;1.496;2798.392841095343;2;8;1960
2313537;2018;1;0;28;0;58;2;3;12300;1;6;3;10;0.296;0.229;428.3636100339796;2;9;1959
2317444;2018;1;0;39;0;33;2;2;12000;1;5;6;10;0.728;1.246;2330.746978612832;2;1;1985
2318020;2018;3;0;27;0;35;2;1;NA;NA;14;2;9;0.534;0.486;909.1035566660004;2;8;1982
2319694;2018;1;1;60;0;57;4;1;NA;NA;11;7;10;0.296;0.291;544.3397839296422;2;4;1960
2320956;2018;1;1;35;0;30;2;1;21000;0;8;2;7;2.677;4.85;9072.329732160704;1;12;1987
2321786;2018;2;1;55;0;36;2;2;13200;0;16;6;8;1.338;1.13;2113.7592984209473;1;6;1981
2323925;2018;1;1;50;0;41;2;3;12300;1;11;7;10;2.677;4.043;7562.76888806716;2;9;1976
2324195;2018;1;1;45;0;41;2;1;NA;NA;6;4;7;0.445;0.97;1814.4659464321408;1;1;1977
2327585;2018;1;1;24;0;38;1;1;NA;NA;2;7;10;0.728;2.303;4307.953685188886;2;11;1979
2328388;2018;1;1;48;0;34;2;1;NA;NA;5;7;10;1.338;1.779;3327.767957425545;2;8;1983
2329020;2018;1;1;39;0;35;2;1;NA;NA;9;3;10;0.728;0.378;707.0805440735559;1;10;1982
2330331;2018;1;1;40;0;44;2;1;NA;NA;16;1;1;0.445;0.86;1608.701766939836;1;8;1973
2341571;2018;1;0;40;0;35;2;1;NA;NA;3;5;5;1.145;1.902;3557.8497217669396;1;8;1982
2342791;2018;1;0;40;0;57;3;3;12300;1;3;1;1;0.445;0.482;901.6212228662802;1;7;1960
2343360;2018;1;0;25;0;53;4;1;NA;NA;3;4;4;1.145;1.206;2255.9236406156306;2;4;1964
2346174;2018;1;0;27;0;64;3;1;NA;NA;5;4;9;0.296;0.293;548.0809508295023;2;10;1953
2347512;2018;1;0;43;0;61;1;2;12000;1;5;4;4;0.472;0.361;675.2806254247452;1;5;1956
2348743;2018;1;0;32;0;41;2;1;NA;NA;5;6;8;0.802;0.977;1827.560030581651;2;10;1976
2355273;2018;1;0;40;0;45;1;1;NA;NA;8;3;7;0.296;4.732;8851.60088506896;2;7;1972
2369433;2018;1;1;25;0;52;2;1;NA;NA;8;3;9;0.296;0.568;1062.4913995602637;2;9;1965
2370302;2018;2;1;30;0;31;2;1;NA;NA;11;7;10;0.296;0.389;727.6569620227864;2;6;1986
2373632;2018;1;1;48;1;23;3;1;NA;NA;11;7;10;0.534;0.641;1199.043991405157;1;4;1994
2381131;2018;1;1;40;0;36;2;1;NA;NA;5;6;10;0.296;0.236;441.4576941834899;2;11;1981
2384196;2018;1;1;50;1;49;6;2;12000;1;11;7;10;0.728;2.13;3984.3427483509895;1;12;1968
2387207;2018;2;1;60;0;55;2;4;12340;1;5;6;8;0.267;0.21;392.8225244853088;2;1;1963
