intnr;int_jahr;int_mon;mobil;az;nt;zpalter;Stib;lguelt;x1216;y1216;Bula;gkpol;BIK10;des2018;gew2018;gew2018_hr17;S1;S2_m;S2_j
2394757;2018;1;0;35;0;46;2;1;NA;NA;9;3;3;0.445;0.434;811.8332172696382;2;7;1971
2404620;2018;1;0;48;0;32;1;2;12000;1;7;1;1;0.267;1.213;2269.017724765141;1;2;1985
2405842;2018;1;0;39;0;33;2;3;12300;1;8;2;9;0.296;0.429;802.4803000199879;1;5;1984
2406962;2018;1;0;16;0;36;2;1;NA;NA;9;6;8;0.534;0.296;553.6927011792924;2;5;1981
2407604;2018;2;0;32;0;62;3;1;NA;NA;5;6;8;0.445;0.312;583.6220363781731;2;1;1956
2407632;2018;1;0;15;0;30;2;1;NA;NA;8;6;10;0.296;0.279;521.8927825304818;1;7;1987
2411599;2018;2;0;24;0;54;1;2;12000;1;8;5;8;0.728;0.73;1365.5259184489307;2;5;1963
2412442;2018;2;0;40;0;33;1;1;NA;NA;5;6;8;0.296;0.534;998.8915622626424;1;12;1984
2417343;2018;1;0;38;0;45;4;1;NA;NA;11;7;10;0.296;0.232;433.9753603837698;1;11;1972
2417665;2018;2;0;40;0;51;2;3;12300;1;5;5;6;0.472;0.444;830.5390517689386;1;1;1967
2419608;2018;1;0;70;0;57;4;2;12000;1;1;6;8;0.728;0.697;1303.7966646012392;1;3;1960
2422248;2018;1;0;20;1;29;4;1;21000;0;3;4;9;0.534;2.857;5344.25691645013;2;10;1988
2423500;2018;1;0;55;0;51;2;2;12000;1;3;6;8;0.534;0.287;536.8574501299221;2;9;1966
2425481;2018;1;0;63;0;61;1;1;NA;NA;5;7;10;0.296;1.159;2168.0062184689186;1;7;1956
2431007;2018;2;0;32;1;57;2;2;12000;1;5;6;8;0.572;0.351;656.5747909254446;2;3;1960
2441479;2018;1;0;42;0;53;2;2;12300;1;9;7;10;0.382;0.214;400.30485828502896;1;1;1965
2443547;2018;1;0;25;1;41;1;1;99999;9;9;3;7;0.296;0.408;763.1980475714571;2;3;1976
2478818;2018;2;1;30;0;50;2;1;NA;NA;8;3;10;1.145;1.526;2854.510344593244;2;1;1968
2480717;2018;1;1;44;0;54;2;3;99999;9;3;3;3;0.296;0.307;574.2691191285228;2;8;1963
2484461;2018;2;1;40;0;31;2;1;NA;NA;2;7;10;0.296;0.494;924.0682242654408;2;12;1986
2487865;2018;4;1;60;0;57;2;2;12000;1;9;3;7;0.534;0.582;1088.6795678592844;1;6;1960
2495165;2018;1;1;45;0;55;2;1;NA;NA;6;3;7;0.572;0.746;1395.4552536478113;1;8;1962
2496091;2018;1;1;40;0;60;2;1;NA;NA;5;5;5;0.728;0.499;933.4211415150909;2;6;1957
2499696;2018;1;1;40;0;59;2;2;12000;1;12;6;10;0.296;0.219;409.65777553467916;2;4;1958
2503082;2018;2;1;40;0;51;2;1;NA;NA;5;3;5;0.296;0.333;622.9042888267039;2;11;1966
2505755;2018;2;1;40;0;46;2;2;12000;1;9;4;9;1.145;1.183;2212.90022126724;2;7;1971
2507044;2018;2;1;50;1;48;2;1;NA;NA;7;4;5;0.534;1.199;2242.8295564661203;1;6;1969
2510173;2018;2;1;16;1;54;2;1;NA;NA;9;3;3;0.802;0.65;1215.8792424545272;2;8;1963
2513486;2018;1;1;45;0;30;2;1;NA;NA;15;4;5;0.445;0.435;813.7038007195683;1;3;1987
2516079;2018;4;1;40;0;55;2;2;12000;1;9;2;10;0.296;0.208;389.0813575854487;2;9;1962
2523611;2018;1;1;39;0;39;2;1;NA;NA;15;3;7;1.145;2.107;3941.319329002599;2;6;1978
2529966;2018;1;1;40;1;60;2;1;99999;9;5;7;10;0.296;0.238;445.19886108335;1;9;1957
2541167;2018;2;1;40;0;52;2;1;NA;NA;9;2;2;2.677;4.657;8711.307126324205;1;3;1965
2543226;2018;4;1;45;0;40;2;1;NA;NA;3;4;9;0.296;0.302;564.9162018788727;1;2;1978
2546875;2018;2;1;30;0;66;4;1;NA;NA;5;4;5;0.728;0.281;525.6339494303419;1;9;1951
2556644;2018;2;0;35;0;44;2;1;NA;NA;6;3;4;1.145;4.712;8814.189216070357;1;1;1974
2557318;2018;1;0;48;0;32;2;1;NA;NA;9;7;10;0.728;1.52;2843.286843893664;1;6;1985
2557336;2018;2;0;45;0;40;1;1;NA;NA;8;6;8;0.445;0.55;1028.8208974615231;2;7;1977
2557363;2018;2;0;18;0;27;2;NA;NA;NA;11;7;10;0.728;0.618;1156.0205720567658;1;3;1990
2558175;2018;2;0;25;0;46;2;1;NA;NA;3;3;3;1.415;1.5;2805.8751748950626;2;10;1971
2558828;2018;2;0;50;0;64;3;2;12000;1;5;4;9;0.267;0.306;572.3985356785929;1;4;1953
2560130;2018;2;0;45;0;53;5;1;NA;NA;8;6;8;0.961;1.372;2566.4404933040178;1;10;1964
2560352;2018;2;0;20;1;60;5;1;NA;NA;8;3;3;0.267;0.301;563.0456184289426;1;10;1957
2560496;2018;2;0;50;0;50;4;1;NA;NA;9;7;10;0.728;0.307;574.2691191285228;2;8;1967
2560527;2018;2;0;38;0;53;1;2;12000;1;9;3;3;0.534;0.812;1518.9137613431942;1;10;1964
2560729;2018;2;0;13;0;61;2;1;NA;NA;9;2;2;0.534;0.458;856.7272200679593;2;3;1956
2561508;2018;2;0;20;0;59;2;1;NA;NA;9;3;5;0.534;0.995;1861.230532680392;2;7;1958
2564317;2018;2;0;20;0;55;2;3;12300;1;8;4;4;0.534;0.54;1010.1150629622227;2;3;1962
2569839;2018;2;0;41;0;26;2;1;NA;NA;7;1;1;0.728;1.114;2083.829963222067;2;3;1991
2571264;2018;2;0;27;0;32;2;1;NA;NA;9;7;10;1.145;0.566;1058.7502326604035;2;3;1985
2575801;2018;2;0;42;1;36;2;1;NA;NA;9;7;10;0.534;0.879;1644.2428524885067;1;10;1981
2580084;2018;2;0;35;0;38;4;1;NA;NA;5;6;10;0.382;0.862;1612.4429338396963;1;8;1979
2581984;2018;2;0;43;0;32;2;3;12300;1;1;2;9;0.534;0.451;843.6331359184489;1;6;1985
2582512;2018;2;0;20;0;27;2;1;NA;NA;3;5;9;0.534;1.203;2250.3118902658407;2;5;1990
2588164;2018;2;0;45;0;55;2;1;NA;NA;7;4;4;1.415;2.291;4285.506683789726;1;2;1963
2589972;2018;2;0;20;0;34;2;2;12000;1;5;5;6;0.534;0.804;1503.9490937437538;2;12;1983
2590872;2018;2;0;41;0;37;3;1;NA;NA;9;3;4;1.145;1.34;2506.5818229062565;1;9;1980
2592487;2018;2;1;50;0;33;2;1;NA;NA;9;4;4;0.445;0.337;630.3866226264242;1;12;1984
2593863;2018;2;1;45;0;29;2;3;12300;1;12;3;9;1.338;2.981;5576.209264241455;1;4;1988
2595349;2018;3;1;40;0;21;1;1;12000;1;9;4;5;0.802;1.582;2959.2630177893266;2;9;1996
2595715;2018;2;1;40;0;31;2;1;NA;NA;8;6;8;0.534;0.466;871.6918876673997;2;7;1986
2595728;2018;2;1;25;1;22;2;NA;NA;NA;8;6;10;2.677;1.95;3647.6377273635817;1;8;1995
2595811;2018;4;1;35;0;23;2;1;NA;NA;8;5;8;0.296;0.293;548.0809508295023;1;8;1994
2597644;2018;2;1;40;1;32;1;1;NA;NA;9;3;4;0.728;0.813;1520.7843447931239;1;2;1986
2597922;2018;2;1;35;0;27;2;2;12000;1;9;4;10;0.296;0.204;381.59902378572855;1;9;1990
2599166;2018;2;1;50;0;30;4;1;NA;NA;1;6;8;0.534;2.002;3744.9080667599437;1;7;1987
2602338;2018;2;1;40;0;30;2;2;12000;1;11;7;10;0.802;0.777;1453.4433405956427;2;6;1987
2602664;2018;2;1;28;1;28;2;1;NA;NA;9;3;4;1.415;3.011;5632.326767739357;2;7;1989
2602714;2018;2;1;35;0;23;2;1;NA;NA;15;3;7;0.961;0.447;836.1508021187287;1;8;1994
2603494;2018;3;1;60;1;32;6;2;12000;1;5;4;9;0.445;1.183;2212.90022126724;1;8;1985
2604851;2018;2;1;40;0;34;2;1;NA;NA;3;5;9;0.572;0.583;1090.5501513092142;1;8;1983
2605508;2018;2;1;38;0;42;2;1;NA;NA;9;5;8;1.338;0.657;1228.9733266040375;1;10;1975
2605652;2018;2;1;39;0;32;2;2;12000;1;8;3;9;2.677;3.882;7261.604952628422;1;11;1985
2605717;2018;2;1;45;0;20;2;1;NA;NA;9;3;9;1.415;1.256;2349.452813112133;1;3;1997
2606001;2018;2;1;40;0;27;2;1;NA;NA;16;2;3;2.677;3.607;6747.194503897662;2;4;1990
2606699;2018;2;1;50;0;31;2;2;12000;1;6;4;9;0.243;0.291;544.3397839296422;1;1;1987
2607929;2018;2;1;50;0;30;2;2;12000;1;8;4;5;0.802;1.036;1937.9244541275236;1;11;1987
2608380;2018;2;1;40;0;26;2;1;NA;NA;8;5;10;2.677;4.735;8857.21263541875;2;3;1991
2608451;2018;2;1;40;0;22;1;NA;NA;NA;9;3;4;2.677;4.736;8859.083218868678;2;5;1995
2608915;2018;3;1;60;0;25;2;1;NA;NA;9;3;5;0.382;0.672;1257.0320783529883;1;8;1992
2609640;2018;2;1;30;0;51;2;1;NA;NA;1;2;9;0.728;0.562;1051.2678988606838;2;5;1966
2609949;2018;2;1;40;0;40;2;2;12000;1;9;2;2;1.145;0.775;1449.7021736957827;1;7;1977
2610517;2018;2;1;12;0;29;2;2;12000;1;14;3;9;1.145;1.865;3488.6381341195283;2;7;1988
2610821;2018;2;1;40;0;23;3;1;NA;NA;9;3;9;0.961;0.463;866.0801373176095;1;6;1994
2610878;2018;2;1;43;0;28;2;1;NA;NA;9;7;10;1.338;1.867;3492.379301019388;2;3;1989
2611419;2018;2;1;10;0;25;2;1;NA;NA;11;7;10;1.415;1.421;2658.0990823505895;2;2;1993
2611847;2018;2;1;42;0;24;2;2;12000;1;11;7;10;1.338;1.296;2424.2761511093345;2;10;1993
2612095;2018;4;1;45;0;35;2;3;12300;1;9;4;10;1.338;0.678;1268.2555790525687;1;11;1982
2612690;2018;2;1;40;0;40;2;3;12300;1;11;7;10;0.296;0.35;654.7042074755146;1;2;1978
2612971;2018;2;0;45;0;31;2;1;NA;NA;11;7;10;0.445;0.296;553.6927011792924;2;11;1986
2613293;2018;2;0;39;0;35;2;2;12000;1;6;6;8;0.534;1.126;2106.2769646212273;2;10;1982
2613579;2018;2;0;30;0;28;2;1;NA;NA;11;7;10;1.145;2.301;4304.212518289027;2;9;1989
2613822;2018;2;0;40;0;49;2;2;12000;1;15;3;4;1.145;2.292;4287.377267239656;2;10;1968
2614012;2018;2;0;23;0;56;3;1;NA;NA;11;7;10;0.802;0.465;869.8213042174696;2;1;1962
2614408;2018;2;0;45;0;51;5;1;NA;NA;5;4;4;0.267;0.21;392.8225244853088;1;6;1966
2614505;2018;2;0;35;0;31;4;NA;NA;NA;5;6;10;0.296;1.034;1934.1832872276634;2;7;1986
2614528;2018;2;0;27;0;52;2;NA;NA;NA;8;5;7;0.728;0.727;1359.9141680991404;2;10;1965
2614576;2018;2;0;40;0;62;3;1;NA;NA;1;3;7;0.296;0.213;398.43427483509896;2;2;1956
2616080;2018;2;0;30;0;34;2;1;NA;NA;8;4;8;1.145;1.716;3209.9212000799516;2;1;1984
2616220;2018;2;0;28;0;34;2;NA;NA;NA;5;3;3;0.296;0.994;1859.3599492304616;2;8;1983
2616472;2018;2;0;40;0;55;3;1;NA;NA;5;4;10;1.145;0.476;890.3977221667;1;5;1962
2616515;2018;2;0;40;0;36;3;2;12000;1;9;7;10;0.296;0.271;506.9281149310414;2;2;1982
2617459;2018;3;0;30;0;32;1;1;NA;NA;9;2;7;0.296;0.4;748.2333799720169;1;11;1985
2617712;2018;2;0;39;0;16;2;NA;NA;NA;9;2;7;0.572;0.997;1864.9716995802519;1;4;2001
2617933;2018;2;0;10;0;58;5;1;NA;NA;9;3;7;0.267;0.671;1255.1614949030584;2;6;1959
2618075;2018;2;0;25;0;33;2;2;12000;1;9;3;4;0.445;0.338;632.2572060763542;2;12;1984
2618396;2018;2;0;50;0;33;2;2;12000;1;5;4;4;0.296;0.588;1099.9030685588646;1;5;1984
2618634;2018;2;0;45;0;45;2;2;12000;1;9;5;8;0.32;0.203;379.72844033579855;1;4;1972
2618713;2018;2;0;20;1;35;2;1;NA;NA;9;3;7;0.534;0.549;1026.950314011593;2;4;1982
2619045;2018;2;0;40;0;38;2;1;NA;NA;8;3;4;0.296;0.459;858.5978035178894;1;1;1980
2619314;2018;2;0;40;0;32;2;NA;NA;NA;13;2;7;0.728;1.422;2659.9696658005196;2;1;1986
2619503;2018;2;0;40;0;54;2;1;NA;NA;12;2;2;0.534;1.433;2680.5460837497503;2;10;1963
2619669;2018;3;0;45;0;53;2;1;NA;NA;14;3;9;0.728;0.567;1060.6208161103336;1;4;1964
2620752;2018;2;0;10;0;45;4;1;NA;NA;9;2;4;1;3.85;7201.746282230662;1;3;1972
2621007;2018;2;0;28;0;34;2;1;NA;NA;9;1;7;0.534;0.329;615.4219550269838;2;12;1983
2621015;2018;2;0;40;0;23;2;1;NA;NA;3;3;3;0.728;0.896;1676.0427711373177;1;12;1994
2621276;2018;2;0;40;0;37;2;1;NA;NA;9;4;10;0.728;0.641;1199.043991405157;1;12;1980
2621292;2018;2;0;30;0;51;2;1;NA;NA;9;3;9;0.445;0.278;520.0221990805517;2;10;1966
2621321;2018;2;0;32;0;27;2;1;NA;NA;14;7;10;0.728;0.887;1659.2075200879472;2;6;1990
2622120;2018;2;0;20;0;23;1;1;NA;NA;6;7;10;0.534;1.424;2663.71083270038;2;6;1994
2622670;2018;2;0;43;0;49;1;1;NA;NA;14;3;9;0.534;0.807;1509.5608440935441;1;4;1968
2623275;2018;2;1;22;0;23;2;1;NA;NA;9;5;8;1.145;2.871;5370.44508474915;2;3;1994
2623580;2018;2;1;60;0;38;2;1;NA;NA;11;7;10;0.728;1.171;2190.453219868079;2;6;1979
2623692;2018;2;1;43;0;34;2;2;12000;1;6;3;9;0.534;0.64;1197.1734079552268;1;5;1983
2626299;2018;2;1;50;0;55;2;2;12000;1;6;3;9;0.296;0.321;600.4572874275435;1;4;1962
2626360;2018;2;1;30;0;55;2;1;NA;NA;9;3;3;0.267;0.218;407.7871920847491;2;10;1962
2629713;2018;2;1;40;0;54;2;2;12000;1;14;3;4;0.445;0.422;789.3862158704777;1;6;1963
2631341;2018;2;1;40;0;56;2;1;NA;NA;5;7;10;1.145;0.919;1719.0661904857086;1;11;1961
2631741;2018;2;1;35;0;49;2;1;NA;NA;5;6;8;0.728;0.827;1546.9725130921447;2;8;1968
2631858;2018;2;1;30;1;36;2;1;NA;NA;9;3;9;0.445;1.369;2560.8287429542274;2;4;1981
2632865;2018;2;1;20;0;56;2;1;NA;NA;1;1;1;0.296;0.537;1004.5033126124326;2;1;1962
2638429;2018;4;1;72;0;28;2;1;NA;NA;9;4;8;0.534;0.606;1133.5735706576054;1;8;1989
2638926;2018;2;1;10;0;9999;4;1;NA;NA;11;7;10;0.296;0.479;896.0094725164901;2;99;9999
2642484;2018;2;1;38;0;50;2;NA;NA;NA;2;7;10;1.415;4.783;8947.000641015391;1;2;1968
2644283;2018;2;1;43;1;33;3;2;12000;1;3;5;5;0.296;0.253;473.2576128323006;1;3;1984
2647983;2018;3;1;50;0;35;2;1;NA;NA;6;4;4;2.677;2.633;4925.246223665801;1;2;1983
2648409;2018;2;1;45;0;44;1;1;NA;NA;15;3;6;0.572;1.601;2994.804103337997;1;7;1973
2649760;2018;3;1;40;0;44;2;2;99999;9;6;3;3;0.728;1.348;2521.546490505697;1;5;1973
2651560;2018;2;1;40;0;43;2;2;12000;1;3;6;7;2.677;4.252;7953.720829102538;1;11;1974
2655918;2018;2;1;42;0;32;2;1;NA;NA;14;7;10;2.677;4.672;8739.365878073155;1;2;1986
2657338;2018;4;1;45;0;34;4;1;NA;NA;10;6;8;1.338;1.535;2871.345595642614;1;6;1983
2658016;2018;2;1;39;1;60;2;2;12000;1;5;5;8;0.728;0.562;1051.2678988606838;2;1;1958
2658636;2018;3;1;38;0;42;2;1;NA;NA;16;3;3;1.145;0.595;1112.9971527083749;1;7;1975
2658880;2018;3;1;35;1;46;1;3;12300;1;6;7;10;0.534;2.538;4747.540795922446;2;1;1972
2659619;2018;2;1;12;0;38;1;NA;NA;NA;2;7;10;0.728;0.625;1169.114656206276;1;7;1979
2662432;2018;2;1;40;0;28;2;1;NA;NA;8;3;7;0.534;0.571;1068.1031499100538;1;9;1989
2663529;2018;3;1;50;0;50;2;2;12000;1;9;3;4;0.892;0.654;1223.3615762542474;1;7;1967
2663971;2018;3;1;38;0;59;2;2;12000;1;14;7;10;1.145;0.593;1109.2559858085149;1;5;1958
2664145;2018;2;1;40;0;41;2;2;12000;1;9;7;10;0.267;0.21;392.8225244853088;1;10;1976
2678216;2018;3;0;45;0;58;2;3;12300;1;5;4;7;0.296;0.858;1604.9606000399758;1;10;1959
2679815;2018;2;0;60;0;58;4;2;12000;1;5;4;4;0.534;2.187;4090.9660049970016;1;9;1959
2682776;2018;2;0;43;0;60;2;3;99999;9;6;7;10;0.267;0.21;392.8225244853088;1;11;1957
2691451;2018;2;0;14;0;39;4;1;NA;NA;8;4;4;0.296;1.455;2721.6989196482114;1;5;1978
2691477;2018;3;0;30;0;49;4;1;NA;NA;8;4;4;0.802;1.226;2293.3353096142314;2;2;1969
2694550;2018;2;0;38;0;52;2;1;NA;NA;9;6;8;0.296;0.208;389.0813575854487;1;5;1965
2705480;2018;2;0;40;0;39;2;NA;NA;NA;11;7;10;0.728;0.757;1416.0316715970418;2;3;1978
2706571;2018;2;0;50;0;58;3;2;12000;1;1;3;7;0.267;0.288;538.7280335798521;1;5;1959
2714376;2018;2;0;40;1;41;2;1;NA;NA;5;4;4;0.728;1.073;2007.136041774935;2;9;1976
2718364;2018;2;0;45;0;48;2;1;NA;NA;6;6;8;0.728;0.869;1625.5370179892063;2;6;1969
2722785;2018;2;0;40;0;50;2;1;NA;NA;8;4;9;0.728;0.712;1331.85541635019;2;6;1967
2737136;2018;2;1;30;0;37;2;1;NA;NA;11;7;10;0.728;1.128;2110.018131521087;2;10;1980
2740530;2018;2;1;50;0;39;2;1;NA;NA;15;6;8;0.382;0.346;647.2218736757944;1;4;1978
2742267;2018;2;1;40;0;25;2;1;NA;NA;7;3;3;1.338;2.488;4654.011623425945;1;2;1993
2742685;2018;2;1;40;1;56;2;1;NA;NA;11;7;10;0.802;0.671;1255.1614949030584;1;3;1961
2743004;2018;2;1;45;0;47;5;1;12000;1;8;4;5;0.445;0.711;1329.9848329002598;2;9;1970
2743213;2018;2;1;50;0;63;4;1;NA;NA;2;7;10;0.572;0.484;905.3623897661403;2;4;1954
2745109;2018;2;1;43;0;30;2;2;12000;1;16;1;3;1.338;2.194;4104.060089146512;1;1;1988
2746990;2018;2;1;50;0;55;2;2;12000;1;13;3;3;0.267;0.211;394.69310793523886;2;4;1962
2748812;2018;3;1;40;0;37;2;1;NA;NA;9;3;7;0.445;0.292;546.2103673795722;1;5;1980
2750757;2018;2;1;39;0;48;1;2;12000;1;1;1;5;1.145;4.461;8344.672770137919;1;12;1969
2752328;2018;2;1;40;0;31;2;1;NA;NA;14;3;4;1.145;1.134;2121.2416322206673;1;4;1986
2752820;2018;3;1;45;0;32;2;2;12000;1;8;6;10;0.802;0.595;1112.9971527083749;1;10;1985
2753413;2018;2;1;45;0;46;2;3;12300;1;9;5;8;0.572;0.318;594.8455370777533;1;5;1971
2756874;2018;2;1;47;0;30;2;1;12000;1;14;7;10;0.267;0.207;387.21077413551865;1;6;1987
2756945;2018;2;1;65;0;37;2;1;NA;NA;9;3;10;2.677;4.699;8789.871631221267;1;9;1980
2757054;2018;2;1;25;0;31;3;1;NA;NA;6;6;8;0.534;0.623;1165.373489306416;2;5;1986
2761313;2018;2;1;40;0;62;4;1;NA;NA;9;3;7;0.572;0.562;1051.2678988606838;1;12;1955
2761481;2018;2;1;60;0;30;4;2;12000;1;12;3;9;0.892;3.128;5851.185031381172;1;4;1987
2761668;2018;2;1;40;0;61;2;2;12000;1;5;6;10;1.338;0.692;1294.4437473515889;1;8;1956
2774003;2018;2;1;40;0;54;2;1;NA;NA;9;2;5;0.802;2.034;3804.7667371577054;1;3;1963
2774130;2018;2;1;55;0;40;2;1;12000;1;8;3;5;0.892;1.154;2158.653301219268;1;10;1977
2776654;2018;2;1;25;1;59;2;2;13200;0;9;3;7;0.296;0.246;460.16352868279034;2;9;1958
2776683;2018;3;1;12;0;74;2;1;NA;NA;9;3;7;0.572;0.378;707.0805440735559;2;11;1943
2778990;2018;2;1;40;0;54;2;2;12000;1;12;4;10;0.572;1.388;2596.369828502898;1;11;1963
2779749;2018;2;1;33;0;53;2;2;12000;1;8;3;3;0.534;0.512;957.7387263641816;2;5;1964
2779824;2018;3;1;35;0;36;2;3;12300;1;14;7;10;1.145;2.052;3838.437239256446;2;9;1981
2780610;2018;2;1;35;0;41;4;2;12000;1;3;5;5;0.534;2.342;4380.906439736158;2;2;1977
2782150;2018;2;1;40;0;27;2;2;12000;1;12;3;3;2.677;3.647;6822.017841894863;1;8;1990
2784512;2018;2;1;40;0;40;2;1;NA;NA;12;3;9;0.296;0.366;684.6335426743954;1;11;1977
2784572;2018;2;1;42;1;35;2;1;NA;NA;5;6;8;0.534;0.778;1455.3139240455728;2;6;1982
2785475;2018;2;1;50;0;25;2;2;12000;1;9;3;9;1.338;0.885;1655.4663531880872;1;9;1992
2786324;2018;2;1;45;0;34;1;1;NA;NA;16;2;2;1.338;4.188;7834.003488307016;1;9;1983
2788654;2018;2;1;60;0;42;2;1;NA;NA;9;3;7;0.534;0.22;411.5283589846092;1;11;1975
2794760;2018;2;0;40;0;54;2;2;12000;1;15;1;4;1;0.979;1831.301197481511;2;5;1963
2807232;2018;2;0;26;0;35;2;1;NA;NA;5;4;4;0.534;0.763;1427.255172296622;2;11;1982
2808672;2018;2;0;36;0;62;2;1;NA;NA;9;2;7;0.728;0.523;978.3151443134119;1;12;1955
2809106;2018;2;0;45;0;54;2;2;12000;1;9;2;9;0.728;0.544;1017.597396761943;1;8;1963
2810031;2018;3;0;40;0;38;1;1;NA;NA;13;5;6;0.534;1.433;2680.5460837497503;1;5;1979
2811940;2018;2;0;32;0;54;2;1;12000;1;9;3;4;0.961;0.384;718.3040447731361;2;6;1963
2822654;2018;3;0;42;0;33;2;1;NA;NA;9;4;7;0.728;0.485;907.2329732160704;1;6;1984
2823698;2018;2;0;30;0;36;2;1;NA;NA;5;4;4;0.472;1.397;2613.2050795522687;2;12;1981
2823820;2018;2;0;40;0;31;2;1;21000;0;9;7;10;0.534;4.343;8123.943923046172;1;3;1986
2824151;2018;2;0;50;0;38;2;2;12000;1;9;2;9;0.445;0.515;963.3504767139716;1;4;1979
2824245;2018;2;0;30;0;39;2;2;12000;1;9;3;9;1.145;0.805;1505.819677193684;1;2;1979
2824340;2018;2;0;20;0;37;2;1;NA;NA;9;6;8;1.145;1.058;1979.0772900259847;2;4;1980
2824590;2018;2;0;38;0;23;2;1;NA;NA;9;2;3;0.728;0.586;1096.1619016590046;1;6;1994
2825673;2018;2;0;48;0;30;2;1;NA;NA;5;6;8;0.421;0.322;602.3278708774736;1;5;1987
2825770;2018;2;0;45;0;40;2;2;12000;1;5;6;8;0.572;1.088;2035.194793523886;1;9;1977
2826114;2018;2;0;39;0;35;2;1;NA;NA;3;3;4;1.145;1.713;3204.309449730162;1;9;1982
2826207;2018;2;0;45;0;38;2;2;12000;1;3;3;3;0.728;2.618;4897.18747191685;1;4;1979
2826295;2018;2;0;30;0;35;2;1;NA;NA;3;1;1;0.728;1.393;2605.7227457525482;2;6;1982
2826465;2018;2;0;41;0;52;2;1;NA;NA;5;7;10;1.145;0.778;1455.3139240455728;2;9;1965
2826518;2018;2;0;60;0;36;2;1;NA;NA;3;4;5;0.728;1.41;2637.522664401359;1;4;1981
2826902;2018;3;0;31;0;9999;2;1;NA;NA;9;6;8;0.728;0.676;1264.5144121527085;2;9;9999
2828512;2018;2;0;39;0;32;9;NA;NA;NA;11;7;10;0.243;0.342;639.7395398760743;1;3;1985
2828882;2018;2;0;40;0;39;2;1;NA;NA;6;3;3;1.145;2.048;3830.9549054567265;1;5;1978
2829713;2018;2;0;30;0;32;2;NA;NA;NA;5;4;7;1.145;3.411;6380.560147711373;2;8;1985
2830081;2018;2;0;45;0;37;2;2;12000;1;5;5;5;0.534;0.68;1271.9967459524285;1;5;1980
2830390;2018;2;0;48;0;35;2;1;NA;NA;11;7;10;0.728;0.679;1270.1261625024986;2;6;1982
2831388;2018;2;0;50;0;53;3;1;NA;NA;9;4;10;0.728;0.203;379.72844033579855;2;1;1965
2831592;2018;2;0;40;0;35;2;1;NA;NA;8;3;8;0.572;0.42;785.6450489706176;1;1;1983
2832124;2018;2;0;45;0;29;2;1;NA;NA;11;7;10;0.445;0.289;540.5986170297821;1;10;1988
2837259;2018;2;1;30;0;63;2;NA;NA;NA;9;6;10;2.677;0.532;995.1503953627823;2;11;1954
2837323;2018;4;1;40;0;27;2;2;12000;1;12;3;9;2.677;4.738;8862.82438576854;2;9;1990
2837362;2018;2;1;40;0;74;4;5;12345;1;9;7;10;0.296;0.209;390.9519410353788;2;3;1943
2837456;2018;3;1;45;0;44;2;2;12000;1;14;2;2;2.677;3.377;6316.960310413751;2;5;1973
2837483;2018;2;1;42;0;35;2;1;NA;NA;8;4;10;1.145;0.779;1457.1845074955027;1;12;1982
2837594;2018;3;1;45;0;38;2;1;NA;NA;15;3;3;0.802;1.934;3617.708392164701;1;5;1979
2837688;2018;2;1;50;0;53;2;1;NA;NA;14;2;9;0.243;0.205;383.4696072356586;1;8;1964
2837694;2018;3;1;45;0;63;5;2;12000;1;5;7;10;0.296;0.209;390.9519410353788;1;5;1954
2840137;2018;2;0;46;0;28;2;1;NA;NA;8;2;2;0.728;0.83;1552.5842634419348;1;10;1989
2842356;2018;2;0;24;0;56;2;2;12000;1;15;1;1;0.534;1.019;1906.1245354787127;2;1;1962
2844074;2018;3;0;40;0;39;2;1;NA;NA;15;3;4;0.534;1.991;3724.3316488107134;2;4;1978
2845265;2018;2;0;35;0;64;2;2;12000;1;3;3;9;0.421;0.355;664.0571247251648;2;11;1953
2847584;2018;2;0;18;0;64;4;1;NA;NA;8;6;8;0.296;0.205;383.4696072356586;1;11;1953
2852528;2018;3;0;39;0;22;2;1;NA;NA;9;2;7;0.728;0.61;1141.0559044573256;1;2;1996
2853972;2018;3;0;15;0;50;2;2;12000;1;9;2;9;0.534;0.211;394.69310793523886;2;9;1967
2854644;2018;2;0;30;0;35;2;1;NA;NA;14;6;8;0.534;0.475;888.5271387167699;2;3;1982
2859892;2018;2;0;30;0;31;2;1;NA;NA;9;3;8;0.534;0.501;937.1623084149511;2;10;1986
2861643;2018;2;0;42;0;60;2;2;12300;1;9;5;7;0.421;0.349;652.8336240255846;2;4;1957
2861898;2018;2;0;40;0;38;2;2;12000;1;4;7;10;0.534;0.782;1462.796257845293;2;5;1979
2862469;2018;3;0;35;0;51;2;3;12300;1;14;3;7;0.534;0.499;933.4211415150909;2;1;1967
2862934;2018;3;0;30;0;37;2;1;NA;NA;14;7;10;0.534;0.855;1599.348849690186;1;11;1980
2863144;2018;3;0;30;0;45;2;2;12000;1;14;7;10;0.296;0.206;385.3401906855886;2;7;1972
2866840;2018;2;0;40;0;39;2;2;12000;1;13;5;6;0.534;1.042;1949.1479548271036;1;11;1978
2871327;2018;2;0;30;0;53;3;1;NA;NA;3;6;8;0.534;0.375;701.4687937237657;2;12;1964
2878130;2018;2;0;30;0;22;1;1;NA;NA;6;4;9;1.415;4.45;8324.096352188688;2;9;1995
2886243;2018;3;0;20;0;56;2;1;NA;NA;9;2;2;0.728;0.359;671.539458524885;2;12;1961
